Country,Date,Vaccine,Total Vaccinations
Portugal,2021-03,Oxford/AstraZeneca,951067
Portugal,2021-03,Pfizer/BioNTech,4312526
Portugal,2021-03,Sinopharm/Beijing,324
Portugal,2021-03,Sinovac,928
Portugal,2021-03,Covaxin,5
Portugal,2021-04,Johnson&Johnson,4754
Portugal,2021-04,Moderna,986427
Portugal,2021-04,Oxford/AstraZeneca,3016870
Portugal,2021-04,Pfizer/BioNTech,9687920
Portugal,2021-04,Sinopharm/Beijing,744
Portugal,2021-04,Sinovac,2635
Portugal,2021-04,Covaxin,9
Portugal,2021-05,Johnson&Johnson,211521
Portugal,2021-05,Moderna,1659180
Portugal,2021-05,Oxford/AstraZeneca,4534870
Portugal,2021-05,Pfizer/BioNTech,13652089
Portugal,2021-05,Sinopharm/Beijing,877
Portugal,2021-05,Sinovac,2967
Portugal,2021-05,Covaxin,13
Portugal,2021-06,Johnson&Johnson,858518
Portugal,2021-06,Moderna,2909196
Portugal,2021-06,Oxford/AstraZeneca,5605412
Portugal,2021-06,Pfizer/BioNTech,20411205
Portugal,2021-06,Sinopharm/Beijing,1381
Portugal,2021-06,Sinovac,3385
Portugal,2021-06,Covaxin,17
Portugal,2021-07,Johnson&Johnson,2378483
Portugal,2021-07,Moderna,5673180
Portugal,2021-07,Oxford/AstraZeneca,10012374
Portugal,2021-07,Pfizer/BioNTech,37166138
Portugal,2021-07,Sinopharm/Beijing,2654
Portugal,2021-07,Sinovac,5164
Portugal,2021-07,Covaxin,10
Portugal,2021-08,Johnson&Johnson,3928369
Portugal,2021-08,Moderna,6189948
Portugal,2021-08,Oxford/AstraZeneca,8843873
Portugal,2021-08,Pfizer/BioNTech,36155676
Portugal,2021-08,Sinopharm/Beijing,2878
Portugal,2021-08,Sinovac,5491
Portugal,2021-08,Covaxin,11
Portugal,2021-09,Johnson&Johnson,4497009
Portugal,2021-09,Moderna,7381927
Portugal,2021-09,Oxford/AstraZeneca,8920275
Portugal,2021-09,Pfizer/BioNTech,38746891
Portugal,2021-09,Sinopharm/Beijing,3378
Portugal,2021-09,Sinovac,6587
Portugal,2021-10,Johnson&Johnson,5658164
Portugal,2021-10,Moderna,9978179
Portugal,2021-10,Oxford/AstraZeneca,11206251
Portugal,2021-10,Pfizer/BioNTech,49786930
Portugal,2021-10,Sinopharm/Beijing,4574
Portugal,2021-10,Sinovac,8785
Portugal,2021-11,Johnson&Johnson,4530134
Portugal,2021-11,Moderna,8233984
Portugal,2021-11,Oxford/AstraZeneca,8978575
Portugal,2021-11,Pfizer/BioNTech,42679146
Portugal,2021-11,Sinopharm/Beijing,3794
Portugal,2021-11,Sinovac,7112
Portugal,2021-12,Johnson&Johnson,5663868
Portugal,2021-12,Moderna,11569949
Portugal,2021-12,Oxford/AstraZeneca,11226565
Portugal,2021-12,Pfizer/BioNTech,61124801
Portugal,2021-12,Sinopharm/Beijing,4802
Portugal,2021-12,Sinovac,7146
Portugal,2022-01,Johnson&Johnson,4531741
Portugal,2022-01,Moderna,11634454
Portugal,2022-01,Oxford/AstraZeneca,8982525
Portugal,2022-01,Pfizer/BioNTech,54584766
Portugal,2022-01,Sinopharm/Beijing,3864
Portugal,2022-01,Sinovac,5374
Portugal,2022-02,Johnson&Johnson,4532232
Portugal,2022-02,Moderna,13850406
Portugal,2022-02,Oxford/AstraZeneca,8983263
Portugal,2022-02,Pfizer/BioNTech,59065038
Portugal,2022-02,Sinovac,7186
Portugal,2022-02,Sinopharm/Beijing,971
Portugal,2022-02,Novavax,0
Portugal,2022-03,Johnson&Johnson,2266187
Portugal,2022-03,Moderna,10699318
Portugal,2022-03,Oxford/AstraZeneca,4491741
Portugal,2022-03,Pfizer/BioNTech,44898320
Portugal,2022-03,Sinovac,1800
Portugal,2022-03,Novavax,0
Romania,2020-12,Pfizer/BioNTech,21764
Romania,2021-01,Pfizer/BioNTech,8329266
Romania,2021-02,Pfizer/BioNTech,29452434
Romania,2021-02,Moderna,1183418
Romania,2021-02,Oxford/AstraZeneca,914354
Romania,2021-03,Oxford/AstraZeneca,7625058
Romania,2021-03,Pfizer/BioNTech,58369912
Romania,2021-03,Moderna,4375088
Romania,2021-04,Moderna,9806695
Romania,2021-04,Oxford/AstraZeneca,13630210
Romania,2021-04,Pfizer/BioNTech,99319236
Romania,2021-05,Moderna,17607275
Romania,2021-05,Oxford/AstraZeneca,21477158
Romania,2021-05,Pfizer/BioNTech,165549009
Romania,2021-05,Johnson&Johnson,1259307
Romania,2021-06,Johnson&Johnson,6646622
Romania,2021-06,Moderna,20739902
Romania,2021-06,Oxford/AstraZeneca,24763948
Romania,2021-06,Pfizer/BioNTech,204264169
Romania,2021-07,Johnson&Johnson,11292510
Romania,2021-07,Moderna,21552148
Romania,2021-07,Oxford/AstraZeneca,25289887
Romania,2021-07,Pfizer/BioNTech,218026588
Romania,2021-08,Johnson&Johnson,16545910
Romania,2021-08,Moderna,22528937
Romania,2021-08,Oxford/AstraZeneca,26229857
Romania,2021-08,Pfizer/BioNTech,232298179
Romania,2021-09,Johnson&Johnson,20385182
Romania,2021-09,Moderna,21978071
Romania,2021-09,Oxford/AstraZeneca,25419699
Romania,2021-09,Pfizer/BioNTech,230082580
Romania,2021-10,Johnson&Johnson,32421601
Romania,2021-10,Moderna,23877089
Romania,2021-10,Oxford/AstraZeneca,26308839
Romania,2021-10,Pfizer/BioNTech,266765119
Romania,2021-11,Johnson&Johnson,50975927
Romania,2021-11,Moderna,25747812
Romania,2021-11,Oxford/AstraZeneca,849225
Romania,2021-11,Pfizer/BioNTech,314613578
Romania,2021-12,Johnson&Johnson,58475633
Romania,2021-12,Moderna,28977996
Romania,2021-12,Pfizer/BioNTech,365654372
Romania,2021-12,Oxford/AstraZeneca,13590945
Romania,2022-01,Johnson&Johnson,61555630
Romania,2022-01,Moderna,30217145
Romania,2022-01,Pfizer/BioNTech,382891560
Romania,2022-01,Oxford/AstraZeneca,11893457
Romania,2022-02,Johnson&Johnson,56906754
Romania,2022-02,Moderna,27965741
Romania,2022-02,Pfizer/BioNTech,355755368
Romania,2022-02,Oxford/AstraZeneca,5097335
Romania,2022-03,Johnson&Johnson,57296761
Romania,2022-03,Moderna,28131239
Romania,2022-03,Pfizer/BioNTech,358851465
Slovakia,2021-01,Pfizer/BioNTech,343503
Slovakia,2021-01,Moderna,72
Slovakia,2021-02,Moderna,48834
Slovakia,2021-02,Oxford/AstraZeneca,87976
Slovakia,2021-02,Pfizer/BioNTech,1199525
Slovakia,2021-03,Moderna,151398
Slovakia,2021-03,Oxford/AstraZeneca,619135
Slovakia,2021-03,Pfizer/BioNTech,2127476
Slovakia,2021-03,Sputnik V,0
Slovakia,2021-04,Moderna,506336
Slovakia,2021-04,Oxford/AstraZeneca,1710762
Slovakia,2021-04,Pfizer/BioNTech,4367712
Slovakia,2021-04,Johnson&Johnson,0
Slovakia,2021-05,Moderna,862452
Slovakia,2021-05,Oxford/AstraZeneca,2103410
Slovakia,2021-05,Pfizer/BioNTech,5811200
Slovakia,2021-05,Johnson&Johnson,0
Slovakia,2021-06,Johnson&Johnson,354
Slovakia,2021-06,Moderna,1309277
Slovakia,2021-06,Oxford/AstraZeneca,2754995
Slovakia,2021-06,Pfizer/BioNTech,8589064
Slovakia,2021-06,Sputnik V,23537
Slovakia,2021-07,Johnson&Johnson,105897
Slovakia,2021-07,Moderna,2084299
Slovakia,2021-07,Oxford/AstraZeneca,4123253
Slovakia,2021-07,Pfizer/BioNTech,13601846
Slovakia,2021-07,Sputnik V,134433
Slovakia,2021-08,Johnson&Johnson,217017
Slovakia,2021-08,Moderna,1847845
Slovakia,2021-08,Oxford/AstraZeneca,3369219
Slovakia,2021-08,Pfizer/BioNTech,11987982
Slovakia,2021-08,Sputnik V,147154
Slovakia,2021-09,Johnson&Johnson,301502
Slovakia,2021-09,Moderna,1909587
Slovakia,2021-09,Oxford/AstraZeneca,2527888
Slovakia,2021-09,Pfizer/BioNTech,12496856
Slovakia,2021-09,Sputnik V,37709
Slovakia,2021-10,Johnson&Johnson,468248
Slovakia,2021-10,Moderna,2431515
Slovakia,2021-10,Oxford/AstraZeneca,3371086
Slovakia,2021-10,Pfizer/BioNTech,16156197
Slovakia,2021-11,Johnson&Johnson,504930
Slovakia,2021-11,Moderna,2057662
Slovakia,2021-11,Pfizer/BioNTech,14244151
Slovakia,2021-12,Johnson&Johnson,817416
Slovakia,2021-12,Moderna,2904586
Slovakia,2021-12,Pfizer/BioNTech,21018336
Slovakia,2021-12,Sputnik V,37711
Slovakia,2022-01,Johnson&Johnson,701090
Slovakia,2022-01,Moderna,2586404
Slovakia,2022-01,Pfizer/BioNTech,19340969
Slovakia,2022-01,Oxford/AstraZeneca,1685562
Slovakia,2022-02,Johnson&Johnson,728835
Slovakia,2022-02,Moderna,2677047
Slovakia,2022-02,Pfizer/BioNTech,20185545
Slovakia,2022-03,Johnson&Johnson,732579
Slovakia,2022-03,Moderna,2687279
Slovakia,2022-03,Novavax,660
Slovakia,2022-03,Oxford/AstraZeneca,842782
Slovakia,2022-03,Pfizer/BioNTech,20308468
Slovenia,2021-01,Pfizer/BioNTech,218337
Slovenia,2021-01,Moderna,973
Slovenia,2021-02,Moderna,13492
Slovenia,2021-02,Pfizer/BioNTech,493395
Slovenia,2021-02,Oxford/AstraZeneca,21901
Slovenia,2021-03,Moderna,57705
Slovenia,2021-03,Oxford/AstraZeneca,208828
Slovenia,2021-03,Pfizer/BioNTech,814464
Slovenia,2021-04,Moderna,258047
Slovenia,2021-04,Oxford/AstraZeneca,555420
Slovenia,2021-04,Pfizer/BioNTech,1760241
Slovenia,2021-04,Johnson&Johnson,72
Slovenia,2021-05,Johnson&Johnson,48490
Slovenia,2021-05,Moderna,383794
Slovenia,2021-05,Oxford/AstraZeneca,714588
Slovenia,2021-05,Pfizer/BioNTech,2401568
Slovenia,2021-06,Johnson&Johnson,161694
Slovenia,2021-06,Moderna,557437
Slovenia,2021-06,Oxford/AstraZeneca,1082200
Slovenia,2021-06,Pfizer/BioNTech,3444000
Slovenia,2021-07,Johnson&Johnson,321087
Slovenia,2021-07,Moderna,863830
Slovenia,2021-07,Oxford/AstraZeneca,1558417
Slovenia,2021-07,Pfizer/BioNTech,5211093
Slovenia,2021-08,Johnson&Johnson,363363
Slovenia,2021-08,Moderna,729010
Slovenia,2021-08,Oxford/AstraZeneca,1287416
Slovenia,2021-08,Pfizer/BioNTech,4693089
Slovenia,2021-09,Johnson&Johnson,467091
Slovenia,2021-09,Moderna,750902
Slovenia,2021-09,Oxford/AstraZeneca,1296040
Slovenia,2021-09,Pfizer/BioNTech,5239622
Slovenia,2021-10,Johnson&Johnson,680474
Slovenia,2021-10,Moderna,968324
Slovenia,2021-10,Oxford/AstraZeneca,1623481
Slovenia,2021-10,Pfizer/BioNTech,7398945
Slovenia,2021-11,Johnson&Johnson,544510
Slovenia,2021-11,Moderna,819756
Slovenia,2021-11,Oxford/AstraZeneca,1299290
Slovenia,2021-11,Pfizer/BioNTech,6836791
Slovenia,2021-12,Moderna,1094352
Slovenia,2021-12,Oxford/AstraZeneca,1299405
Slovenia,2021-12,Pfizer/BioNTech,9808984
Slovenia,2021-12,Johnson&Johnson,544569
Slovenia,2022-01,Johnson&Johnson,544645
Slovenia,2022-01,Moderna,926557
Slovenia,2022-01,Oxford/AstraZeneca,1299463
Slovenia,2022-01,Pfizer/BioNTech,8609867
Slovenia,2022-02,Johnson&Johnson,408519
Slovenia,2022-02,Moderna,942964
Slovenia,2022-02,Oxford/AstraZeneca,649745
Slovenia,2022-02,Pfizer/BioNTech,8904052
Slovenia,2022-03,Moderna,709916
Slovenia,2022-03,Novavax,51
Slovenia,2022-03,Oxford/AstraZeneca,649750
Slovenia,2022-03,Pfizer/BioNTech,6730770
Spain,2021-01,Johnson&Johnson,0
Spain,2021-01,Moderna,62605
Spain,2021-01,Oxford/AstraZeneca,0
Spain,2021-01,Pfizer/BioNTech,4201601
Spain,2021-02,Johnson&Johnson,0
Spain,2021-02,Moderna,440718
Spain,2021-02,Oxford/AstraZeneca,549526
Spain,2021-02,Pfizer/BioNTech,10924001
Spain,2021-03,Johnson&Johnson,0
Spain,2021-03,Moderna,1250762
Spain,2021-03,Oxford/AstraZeneca,4125613
Spain,2021-03,Pfizer/BioNTech,19398268
Spain,2021-04,Johnson&Johnson,166195
Spain,2021-04,Moderna,4053917
Spain,2021-04,Oxford/AstraZeneca,15417465
Spain,2021-04,Pfizer/BioNTech,45495477
Spain,2021-05,Johnson&Johnson,1193057
Spain,2021-05,Moderna,7767356
Spain,2021-05,Oxford/AstraZeneca,19624995
Spain,2021-05,Pfizer/BioNTech,65786830
Spain,2021-06,Johnson&Johnson,3777075
Spain,2021-06,Moderna,13246058
Spain,2021-06,Oxford/AstraZeneca,24550402
Spain,2021-06,Pfizer/BioNTech,99312477
Spain,2021-07,Johnson&Johnson,8127646
Spain,2021-07,Moderna,25290946
Spain,2021-07,Oxford/AstraZeneca,44564923
Spain,2021-07,Pfizer/BioNTech,177907996
Spain,2021-08,Johnson&Johnson,7676313
Spain,2021-08,Moderna,29221412
Spain,2021-08,Oxford/AstraZeneca,38884030
Spain,2021-08,Pfizer/BioNTech,175003542
Spain,2021-09,Johnson&Johnson,7835698
Spain,2021-09,Moderna,34471543
Spain,2021-09,Oxford/AstraZeneca,39105026
Spain,2021-09,Pfizer/BioNTech,194433646
Spain,2021-10,Johnson&Johnson,9870761
Spain,2021-10,Moderna,45256432
Spain,2021-10,Oxford/AstraZeneca,48951755
Spain,2021-10,Pfizer/BioNTech,252566202
Spain,2021-11,Johnson&Johnson,7917391
Spain,2021-11,Moderna,38423261
Spain,2021-11,Oxford/AstraZeneca,39168803
Spain,2021-11,Pfizer/BioNTech,214037900
Spain,2021-12,Johnson&Johnson,9899343
Spain,2021-12,Moderna,67793859
Spain,2021-12,Oxford/AstraZeneca,48961229
Spain,2021-12,Pfizer/BioNTech,290330692
Spain,2022-01,Johnson&Johnson,7920036
Spain,2022-01,Moderna,78815705
Spain,2022-01,Oxford/AstraZeneca,39169205
Spain,2022-01,Pfizer/BioNTech,245702649
Spain,2022-02,Johnson&Johnson,7920275
Spain,2022-02,Moderna,91802111
Spain,2022-02,Oxford/AstraZeneca,39169257
Spain,2022-02,Pfizer/BioNTech,254800673
Spain,2022-03,Johnson&Johnson,5940365
Spain,2022-03,Moderna,70520418
Spain,2022-03,Oxford/AstraZeneca,29376955
Spain,2022-03,Pfizer/BioNTech,194635005
Sweden,2021-01,Moderna,13524
Sweden,2021-01,Novavax,0
Sweden,2021-01,Oxford/AstraZeneca,0
Sweden,2021-01,Pfizer/BioNTech,671930
Sweden,2021-02,Moderna,119306
Sweden,2021-02,Novavax,0
Sweden,2021-02,Oxford/AstraZeneca,125597
Sweden,2021-02,Pfizer/BioNTech,2124357
Sweden,2021-03,Moderna,395459
Sweden,2021-03,Novavax,0
Sweden,2021-03,Oxford/AstraZeneca,836417
Sweden,2021-03,Pfizer/BioNTech,3918605
Sweden,2021-04,Moderna,1164540
Sweden,2021-04,Novavax,0
Sweden,2021-04,Oxford/AstraZeneca,2696408
Sweden,2021-04,Pfizer/BioNTech,9369148
Sweden,2021-05,Moderna,1692885
Sweden,2021-05,Novavax,0
Sweden,2021-05,Oxford/AstraZeneca,3114654
Sweden,2021-05,Pfizer/BioNTech,13633414
Sweden,2021-06,Moderna,2687404
Sweden,2021-06,Novavax,0
Sweden,2021-06,Oxford/AstraZeneca,4069006
Sweden,2021-06,Pfizer/BioNTech,21032597
Sweden,2021-07,Moderna,5009158
Sweden,2021-07,Novavax,0
Sweden,2021-07,Oxford/AstraZeneca,6516660
Sweden,2021-07,Pfizer/BioNTech,37254135
Sweden,2021-08,Moderna,5413535
Sweden,2021-08,Novavax,0
Sweden,2021-08,Oxford/AstraZeneca,5308238
Sweden,2021-08,Pfizer/BioNTech,36189473
Sweden,2021-09,Moderna,6609593
Sweden,2021-09,Novavax,0
Sweden,2021-09,Oxford/AstraZeneca,5314480
Sweden,2021-09,Pfizer/BioNTech,40522815
Sweden,2021-10,Moderna,9141744
Sweden,2021-10,Novavax,0
Sweden,2021-10,Oxford/AstraZeneca,6643100
Sweden,2021-10,Pfizer/BioNTech,53089386
Sweden,2021-11,Moderna,7860298
Sweden,2021-11,Novavax,0
Sweden,2021-11,Oxford/AstraZeneca,5314560
Sweden,2021-11,Pfizer/BioNTech,45249908
Sweden,2021-12,Moderna,11306556
Sweden,2021-12,Novavax,0
Sweden,2021-12,Oxford/AstraZeneca,6643200
Sweden,2021-12,Pfizer/BioNTech,63060670
Sweden,2022-01,Moderna,10891399
Sweden,2022-01,Novavax,0
Sweden,2022-01,Oxford/AstraZeneca,5314560
Sweden,2022-01,Pfizer/BioNTech,54369312
Sweden,2022-02,Moderna,13253481
Sweden,2022-02,Novavax,0
Sweden,2022-02,Oxford/AstraZeneca,5314560
Sweden,2022-02,Pfizer/BioNTech,57619615
Sweden,2022-03,Moderna,10307807
Sweden,2022-03,Novavax,123
Sweden,2022-03,Oxford/AstraZeneca,3985920
Sweden,2022-03,Pfizer/BioNTech,43987907
Switzerland,2020-12,Johnson&Johnson,11
Switzerland,2020-12,Pfizer/BioNTech,23788
Switzerland,2020-12,Moderna,17
Switzerland,2021-01,Johnson&Johnson,31
Switzerland,2021-01,Moderna,800776
Switzerland,2021-01,Pfizer/BioNTech,3043319
Switzerland,2021-02,Johnson&Johnson,28
Switzerland,2021-02,Moderna,6969125
Switzerland,2021-02,Pfizer/BioNTech,9251886
Switzerland,2021-03,Johnson&Johnson,55
Switzerland,2021-03,Moderna,17760379
Switzerland,2021-03,Pfizer/BioNTech,19160165
Switzerland,2021-04,Johnson&Johnson,92
Switzerland,2021-04,Moderna,30901349
Switzerland,2021-04,Pfizer/BioNTech,32197573
Switzerland,2021-05,Johnson&Johnson,178
Switzerland,2021-05,Moderna,63557462
Switzerland,2021-05,Pfizer/BioNTech,57024084
Switzerland,2021-06,Johnson&Johnson,337
Switzerland,2021-06,Moderna,116126350
Switzerland,2021-06,Pfizer/BioNTech,76383564
Switzerland,2021-07,Johnson&Johnson,372
Switzerland,2021-07,Moderna,170357549
Switzerland,2021-07,Pfizer/BioNTech,90671189
Switzerland,2021-08,Johnson&Johnson,396
Switzerland,2021-08,Moderna,191547231
Switzerland,2021-08,Pfizer/BioNTech,97795660
Switzerland,2021-09,Johnson&Johnson,433
Switzerland,2021-09,Moderna,199192168
Switzerland,2021-09,Pfizer/BioNTech,102875672
Switzerland,2021-10,Johnson&Johnson,296655
Switzerland,2021-10,Moderna,219845680
Switzerland,2021-10,Pfizer/BioNTech,115585039
Switzerland,2021-11,Johnson&Johnson,934236
Switzerland,2021-11,Moderna,222753570
Switzerland,2021-11,Pfizer/BioNTech,119455759
Switzerland,2021-12,Johnson&Johnson,1492596
Switzerland,2021-12,Moderna,255346664
Switzerland,2021-12,Pfizer/BioNTech,144979747
Switzerland,2022-01,Johnson&Johnson,1754657
Switzerland,2022-01,Moderna,287575217
Switzerland,2022-01,Pfizer/BioNTech,166554866
Switzerland,2022-02,Johnson&Johnson,1654924
Switzerland,2022-02,Moderna,271525472
Switzerland,2022-02,Pfizer/BioNTech,160011752
Switzerland,2022-03,Johnson&Johnson,1674173
Switzerland,2022-03,Moderna,272966647
Switzerland,2022-03,Pfizer/BioNTech,161899469
Ukraine,2021-02,Oxford/AstraZeneca,10830
Ukraine,2021-03,Oxford/AstraZeneca,2848458
Ukraine,2021-04,Oxford/AstraZeneca,12546269
Ukraine,2021-04,Sinovac,425187
Ukraine,2021-04,Pfizer/BioNTech,296270
Ukraine,2021-05,Oxford/AstraZeneca,24305731
Ukraine,2021-05,Pfizer/BioNTech,2315706
Ukraine,2021-05,Sinovac,3165436
Ukraine,2021-05,Johnson&Johnson,2225
Ukraine,2021-06,Johnson&Johnson,11202
Ukraine,2021-06,Oxford/AstraZeneca,29951285
Ukraine,2021-06,Pfizer/BioNTech,12459831
Ukraine,2021-06,Sinovac,14115952
Ukraine,2021-07,Johnson&Johnson,13838
Ukraine,2021-07,Oxford/AstraZeneca,42306697
Ukraine,2021-07,Pfizer/BioNTech,42399170
Ukraine,2021-07,Sinovac,38196728
Ukraine,2021-07,Moderna,2015701
Ukraine,2021-08,Johnson&Johnson,344665
Ukraine,2021-08,Moderna,30983183
Ukraine,2021-08,Oxford/AstraZeneca,52215366
Ukraine,2021-08,Pfizer/BioNTech,82549335
Ukraine,2021-08,Sinovac,67019989
Ukraine,2021-09,Johnson&Johnson,596296
Ukraine,2021-09,Moderna,60331919
Ukraine,2021-09,Oxford/AstraZeneca,59201517
Ukraine,2021-09,Pfizer/BioNTech,120334275
Ukraine,2021-09,Sinovac,92491144
Ukraine,2021-10,Johnson&Johnson,641080
Ukraine,2021-10,Moderna,66151892
Ukraine,2021-10,Oxford/AstraZeneca,79814616
Ukraine,2021-10,Pfizer/BioNTech,183355200
Ukraine,2021-10,Sinovac,128637750
Ukraine,2021-11,Johnson&Johnson,620400
Ukraine,2021-11,Moderna,65826580
Ukraine,2021-11,Oxford/AstraZeneca,104166650
Ukraine,2021-11,Pfizer/BioNTech,271351598
Ukraine,2021-11,Sinovac,201476967
Ukraine,2021-12,Johnson&Johnson,641080
Ukraine,2021-12,Moderna,80347214
Ukraine,2021-12,Oxford/AstraZeneca,120878254
Ukraine,2021-12,Pfizer/BioNTech,360567209
Ukraine,2021-12,Sinovac,273486364
Ukraine,2022-01,Johnson&Johnson,641080
Ukraine,2022-01,Moderna,88995356
Ukraine,2022-01,Oxford/AstraZeneca,124106142
Ukraine,2022-01,Pfizer/BioNTech,405113240
Ukraine,2022-01,Sinovac,292477910
Ukraine,2022-02,Johnson&Johnson,475640
Ukraine,2022-02,Moderna,69101513
Ukraine,2022-02,Oxford/AstraZeneca,92779987
Ukraine,2022-02,Pfizer/BioNTech,329343356
Ukraine,2022-02,Sinovac,223215695
